ID,text,label,pred_llm
435593,I hate sunday . I 'm so ready to get out . Last sunday closing with Rob i 'm gon na miss him the most,negative,
517308,Wish I wa still in bed,negative,
1156804,Talking to April,positive,
1110512,Good for you . I save worm too ... usually take them out to the garden or the compost pile .,positive,
1532963,"looking at another busy week , but it 's all good",positive,
1154871,is @ Saigon International Airport awaiting our PAL flight back home .,positive,
1477446,is off for a bath and an ice cold corona with 2 lime,positive,
1246634,The 2999 wa a typo ! ! And no thats my best friend mike,positive,
455072,buying grocery for the week . So sad my fam will b home while I have to work tomorrow should of taken the day off LOL,negative,
491947,I wish I wa going to the launching party for BED like everyone else,negative,
860172,I need to change my angry status . there,positive,
787680,"I hate morning ,",negative,
863202,Ah today is another warm day in Latvia I just looove this kind of weather Wish for it to never end,positive,
775638,have you ever replied to a jonas ? have they ever replied to you back ? i Keep replaying but i donÂ´t think IÂ´d get an answer,negative,
1513250,my kitty is attacking my foot,positive,
1445634,my nursery + pre.primary + 1st + 2nd + 3rd + 4th std classmate .. my childhood frens are also turning up on twtr now ) so awsme,positive,
167757,my parent sold my car .,negative,
443062,This event is crazy they have so much to do for kid and so many give aways but there is not 1 black kid or couple here this bother me,negative,
544746,i just cant write a pop song ! it not working .,negative,
1413816,is wondering why there is never acqualta when I 'm in Venice - they should pay me to be there,positive,
392638,The swine flu is still on the go ! My younger brother nursary ha been closed a some of the kid have caught it xx,negative,
1299813,I love going onto Fmylife.com ! ! It make me feel so much better about mine !,positive,
479284,Hungry again . Wan na see Emily now .,negative,
1295552,"78 degree at 10 am , rapid heating underway . First storm likely by 2 to 3 pm , mainly north of Cincy ... Rich",positive,
722133,Great ... okay not really . Fishy passed away a few day ago . My mom got me another one ... but it 's just not the same . D :,negative,
25477,"speaking of rain , what 's going on here ? ! I had my heart set on the lake today",negative,
1334157,and i have a feeling you have a bright future ahead of you my friend,positive,
